layer,f,zs,L,window,Delta_ratio,status,z_hat,abs_error,D_true_over_Dmax,margin_10m,margin_20m,n_unique_modes,n_unresolved_groups,selected_mode_ids,n_detected_peaks,n_unmatched,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,0.9272500773620295,0.9853500651458499,0.9707443524159425,1,29,1,31.0,1.0,250.0,248.0,0.9968987516175458,102.0
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,224.0,24.0,0.0013780951784634033,0.001991045591048692,0.0023329637061523132,1,29,511;484;472;460;448;434;421;405;389;365;295;253;244;236;227;218;209;200;189;180;166;153;140;125;112;98;71;43;13;1,31.0,1.0,224.0,242.0,0.9009943175861321,MULTIPEAK
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,0.9272500773620296,0.9853500651458501,0.9707443524159424,1,29,1,31.0,1.0,250.0,248.0,0.996898751617546,102.0
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,2.372250613618973e-39,2.372250613618973e-39,2.372250613618973e-39,1,29,1,31.0,1.0,250.0,248.0,2.5504378300713572e-39,102.0
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,0.137929745288726,1.311983830946297,0.23584465448884762,0,18,632;622;595;571;347;308;228;207;193;170;146;134;122;108;94;75;45;1,20.0,2.0,250.0,248.0,0.9969440423719953,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,242.0,42.0,0.23506590632992005,1.3355123757043603,0.45650117708248844,0,15,743;719;471;420;269;248;233;217;193;135;121;105;88;58;12,17.0,2.0,242.0,244.0,0.9712718598896581,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,21,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,170.0,30.0,0.03412922565541584,0.0883477946017961,0.11025868949468431,0,21,863;632;606;576;552;527;499;473;445;322;311;301;278;256;152;136;104;76;45;23;2,23.0,2.0,170.0,168.0,0.9988595975496465,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,21,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,21,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,24,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.1,OK,236.0,36.0,0.2869526193344308,1.8126599779576147,0.48705026353617376,0,24,623;609;590;579;469;426;354;317;292;260;210;200;189;173;163;153;140;124;98;84;69;41;13;1,26.0,2.0,236.0,238.0,0.9571249613686882,MULTIPEAK
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,24,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,24,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.1,OK,238.0,38.0,0.7752195349596097,1.1784812556146793,4.834067961929885,0,18,741;732;715;550;531;517;503;418;380;331;303;196;186;174;150;108;52;3,20.0,2.0,238.0,164.0,0.926671830455294,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,32,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,0.17214064144806326,0.3038817733496558,0.5055266081738612,0,32,888;869;713;691;671;653;578;546;529;441;383;367;342;285;276;266;257;247;236;226;216;205;193;178;162;147;133;119;102;65;32;10,36.0,4.0,250.0,214.0,0.7633950248597859,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,32,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,32,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,31,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,204.0,4.0,0.17033816131676355,0.48647094703802984,1.3771638249104434,0,31,1077;1043;796;783;769;754;584;544;509;487;465;437;331;322;313;303;284;274;263;252;241;229;212;176;137;122;102;74;45;23;3,34.0,3.0,204.0,206.0,0.9275242397233173,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,31,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,31,,,,,,,
